area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K2L,African origins,Southern and East African origins,Oromo,0,0,0
K2L,African origins,Southern and East African origins,Rwandan,25,10,20
K2L,African origins,Southern and East African origins,Seychellois,0,0,0
K2L,African origins,Southern and East African origins,Somali,45,35,10
K2L,African origins,Southern and East African origins,South African,10,0,10
K2L,African origins,Southern and East African origins,Tanzanian,0,0,0
K2L,African origins,Southern and East African origins,Tigrian,0,0,0
K2L,African origins,Southern and East African origins,Ugandan,0,0,0
K2L,African origins,Southern and East African origins,Zambian,10,0,10
K2L,African origins,Southern and East African origins,Zimbabwean,10,0,0
K2L,African origins,Southern and East African origins,Zulu,0,0,0
K2L,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
K2L,African origins,Other African origins,,70,35,40
K2L,African origins,Other African origins,Black; n.o.s.,10,0,0
K2L,African origins,Other African origins,Other African origins; n.i.e.,65,30,35
